"language","X1.000000","X2.000000","X3.000000","X4.000000","X5.000000","X6.000000","X7.000000","X8.000000","X9.000000","X10.000000","X11.000000","X12.000000"
"UK",-0.217498,1.643641,-1.189818,9.452309,-3.764534,7.070751,-8.430669,9.319347,-2.475413,-10.297535,2.627325,-1.945152
"US",4.796552,-0.331376,-1.992637,8.255902,-7.618889,8.342144,-7.300458,3.412246,-1.172922,-0.881845,3.770866,-4.281925
"US",0.159779,-1.332348,2.450547,7.386981,-4.630167,10.412679,-11.695876,3.497473,0.096103,-1.988754,0.989782,-4.628567
"US",5.957769,-3.266850,2.724709,12.459117,-7.911121,8.423609,-9.145672,2.389584,0.132818,-0.999043,2.907067,-5.476551
"US",9.991758,-0.332813,1.405033,10.350986,-11.019352,10.227298,-6.442390,5.233101,-2.447897,-3.396777,4.783001,-5.662302
"US",0.820302,-3.262802,4.156584,9.442707,-4.754529,10.007734,-9.918584,4.600878,0.203811,-1.212307,1.288139,-5.086746
"US",3.548871,-0.509842,3.152711,8.598209,-8.659209,9.414464,-8.755969,4.648709,1.336222,-2.813602,1.157400,-5.071266
"US",3.386938,-3.624867,2.844743,7.858070,-5.491475,9.556284,-11.206218,3.797096,-0.425720,-0.377900,4.158883,-5.372139
"US",10.941727,0.071436,-6.186583,8.962097,-7.445360,10.130789,-7.781156,2.679868,-0.457637,-0.644577,3.199741,-5.900776
"US",10.919828,1.439609,-0.877240,7.649672,-11.489000,10.415980,-5.175982,3.969971,-1.143527,-3.125577,4.958958,-6.509468
"US",11.769104,0.432273,-1.193304,6.320130,-11.191478,8.961999,-8.169869,5.480721,-0.713786,0.427657,4.848266,-5.974264
"US",10.071484,3.570765,0.123623,7.617806,-11.425107,7.936366,-7.467999,6.699051,-0.469237,-0.146178,2.604336,-8.589759
"US",0.250045,-1.559825,1.100980,7.842187,-6.543215,8.645897,-11.120860,4.831462,0.041534,0.076532,2.908753,-4.010994
"US",6.885858,-6.013773,2.874427,6.301927,-7.782888,8.991448,-12.087139,4.216515,0.407290,-0.950390,4.872687,-6.666292
"US",6.956432,-6.417531,7.463314,8.572789,-6.798961,9.837446,-12.151695,3.327673,0.062097,-1.523554,5.012980,-6.635311
"US",4.149148,-3.914145,1.209080,11.036405,-6.531177,10.980004,-10.975784,1.864848,1.506165,-1.506037,-0.145479,-4.576490
"US",4.954206,-4.323565,9.123976,9.922292,-7.913706,9.527460,-10.974534,4.868015,-0.579747,-5.630114,2.328682,-7.948971
"US",5.178245,-5.049401,5.980721,10.562531,-8.000220,10.340584,-11.530766,5.072530,2.297954,-2.365443,4.622242,-5.539080
"US",7.631137,-4.502370,2.207515,8.703950,-6.727109,12.245738,-12.098875,2.368179,-0.189056,-0.766763,5.561797,-7.510298
"US",4.100426,-5.955527,4.930803,10.015508,-5.519943,11.824532,-10.739647,3.614346,-0.454633,-4.408752,5.142857,-2.857504
"US",6.521513,0.681414,0.712128,9.123208,-5.610344,12.066303,-9.890520,6.240084,-0.851420,-6.118021,5.095971,-4.463800
"US",3.362900,-5.279764,7.357451,8.326915,-6.115168,10.327969,-10.434079,6.536561,-0.412717,-4.929815,3.849205,-4.384082
"US",3.152069,-3.448971,7.461997,11.209770,-7.580997,8.749811,-11.001923,6.495053,-3.035202,-5.305542,5.351938,-2.782708
"US",4.411312,-4.159094,3.627343,4.959757,-6.732683,15.700898,-12.488501,5.405433,1.520208,-3.273031,5.759187,-1.036108
"US",5.682996,-2.748667,3.640962,12.236309,-6.705447,11.999634,-11.594457,4.881366,3.413206,-3.139897,3.888169,-2.508245
"US",3.301745,-2.014823,2.777388,9.457360,-6.692003,13.366507,-9.186021,4.477408,-0.045509,-1.460349,3.566679,-3.122180
"US",4.799054,-6.245275,6.898825,6.102543,-7.057811,14.112248,-11.009447,3.134385,-0.629933,-2.914973,2.712781,-5.739362
"US",3.627143,-2.128629,3.761608,10.183371,-7.404461,10.500445,-11.750550,5.921767,0.604630,-3.865957,3.854043,-4.151060
"US",6.120900,-4.859301,8.130353,12.930176,-7.069042,10.366871,-11.495180,6.847753,-0.679473,-8.262751,3.871769,-6.297462
"US",0.911133,-1.559606,5.312831,10.843302,-6.349266,11.693060,-10.462261,6.839845,-0.474565,-4.587664,2.214455,-5.773565
"US",4.552812,-2.752203,1.098514,6.388619,-6.479898,13.542793,-10.152407,8.267103,2.885599,-3.384806,6.308748,-2.511316
"US",14.790790,-9.220383,5.906264,12.008123,-7.222838,8.156371,-10.775168,5.459876,2.250661,-3.142411,3.322537,-13.724103
"US",7.684193,-7.162805,2.720460,7.488472,-8.619517,9.110789,-9.630700,5.577506,-0.708973,-4.286376,4.091320,-6.395420
"US",9.220341,0.666597,-0.605910,3.768640,-10.682721,11.170417,-7.008736,7.770188,-1.872768,-3.419989,2.900203,-8.461438
"US",5.911060,-5.822324,2.621757,6.061832,-6.929230,11.707366,-12.228676,3.920201,-3.528176,-6.458098,4.673452,-6.254988
"US",9.557786,-6.166311,1.611351,5.228314,-10.551893,10.701535,-9.773061,6.775465,-0.548079,-6.050147,4.085028,-5.539878
"US",11.380513,-8.202689,2.029268,4.254329,-11.062525,9.994484,-11.833523,5.144079,-1.205391,-4.791498,6.244781,-6.287343
"US",5.374063,-5.375134,3.224476,10.975174,-8.080579,7.119691,-10.683427,6.284036,1.206349,-3.719948,1.581148,-6.631975
"US",10.763606,-11.581520,7.967727,11.881922,-7.513239,10.861444,-11.764202,5.862978,-0.141378,-5.868719,1.482304,-11.029092
"US",10.835579,-8.535519,4.695710,2.548936,-8.383453,12.024414,-12.781640,10.078667,-1.232482,-3.627448,5.474346,-8.957588
"US",9.065634,-3.886366,1.053865,9.345589,-7.647567,9.779674,-10.962993,3.989068,-1.772583,-3.881707,1.586301,-9.074713
"US",10.763970,-4.428076,1.996277,11.183052,-6.872395,8.211241,-9.762497,6.586007,-0.664399,-4.784872,2.860155,-13.020225
"US",9.793648,-7.367836,2.719999,4.700874,-7.121495,10.788888,-12.874408,4.675314,-2.013391,-3.815283,4.410063,-9.620562
"US",3.247825,-6.097155,5.287364,4.740558,-6.039364,10.837826,-10.116478,6.592683,0.415956,-2.418891,2.794320,-6.936411
"US",7.023109,-4.126656,1.526364,11.463455,-6.599501,8.824021,-9.909761,5.295494,-0.326734,-3.447703,3.317458,-7.806565
"US",8.832310,-1.560250,-0.779165,5.791806,-9.747724,10.741270,-7.475309,7.081552,-2.180106,-4.058377,4.304088,-7.824542
"US",14.704283,-10.264408,2.741537,11.506493,-5.042977,12.151180,-14.241684,1.275792,0.090614,-5.473425,3.490021,-8.041961
"US",12.570557,-12.042361,1.069438,8.339897,-8.707853,8.936831,-12.416990,4.021825,2.098533,-3.051762,5.820740,-4.272898
"US",12.707481,-8.669480,2.941209,13.445924,-8.706876,11.071623,-9.329933,0.616476,1.208040,-4.445257,0.153617,-5.380385
"US",14.933812,-3.827265,1.300464,8.764476,-12.182662,11.177197,-7.610696,2.252699,1.236897,-6.273333,0.288902,-6.150861
"US",9.807735,-14.972962,6.478848,2.358279,-10.332006,11.810206,-12.296818,0.232075,0.222283,-4.010952,1.933365,-4.288197
"US",11.456458,-7.678120,0.379508,3.893406,-8.201494,13.557369,-12.014527,1.418246,-0.389970,-4.277937,6.013502,-1.847768
"US",10.262510,-14.294344,3.020109,8.522629,-10.627219,11.559337,-11.487250,-0.999699,1.695868,-2.700008,2.207667,-4.082932
"US",14.616806,-8.417434,3.796580,10.884572,-9.830611,12.019495,-10.382918,1.381596,1.672178,-6.745244,1.821343,-7.726161
"US",11.305589,-11.897577,3.380567,2.953820,-10.007520,13.733182,-11.172570,3.159664,-0.456264,-3.667277,5.023682,-4.705593
"US",14.114726,-13.164407,3.753059,8.166042,-9.810916,10.545165,-10.555922,1.620419,1.627120,-5.083871,4.808198,-6.742841
"US",8.388547,-12.290029,10.620756,3.547405,-8.705811,12.033495,-13.423028,3.889512,2.049757,-6.004710,0.557851,-5.038838
"US",9.129808,-12.405369,3.325749,7.323633,-9.109755,9.821984,-9.596763,3.263239,3.363116,-2.209721,2.216324,-4.727783
"US",13.161715,-4.130187,4.854014,9.063330,-15.148877,8.619403,-7.817271,3.143747,3.526086,-5.321992,-0.702299,-6.010889
"US",8.362028,-11.638568,8.298674,3.069836,-10.653493,11.538437,-12.212941,4.057472,2.967134,-4.070457,-0.382389,-4.890732
"US",11.421316,-12.419917,0.895374,10.264993,-9.316338,9.791477,-10.080323,2.442447,3.980789,-2.959913,2.682487,-5.353159
"US",15.037325,-7.539503,8.282315,-1.126427,4.669080,-0.442881,-5.053713,3.770502,-10.888945,16.326455,-8.971672,3.666761
"US",4.868833,-8.847209,11.773680,-1.452419,4.217891,2.711291,-4.625952,4.495377,-5.800152,10.167614,-7.693155,3.028161
"US",1.098864,-7.452423,17.066487,-7.314831,7.912809,0.381224,-5.617393,4.760422,-6.236367,7.896138,-9.279833,2.446148
"US",7.712951,-6.611720,8.709023,-1.734318,0.624851,3.659538,-4.622169,4.303407,-9.296032,12.140305,-8.007388,2.530421
"US",7.110666,-8.220938,14.274493,2.984060,5.642048,2.692335,-3.767376,5.429174,-8.135989,10.520915,-8.217723,4.276424
"US",9.065256,-8.716885,10.098312,-2.814377,1.830932,-3.162139,-0.424033,4.340381,-15.510974,12.846130,-7.789764,5.259430
"US",10.211798,-3.943846,8.627757,-1.810770,6.272930,-2.832151,-2.243886,5.081705,-9.300212,13.630416,-11.528472,3.076840
"US",6.004364,-9.251345,14.312829,-8.844231,6.096831,-2.042839,-4.769322,2.417276,-8.877334,11.548595,-7.749413,4.043496
"US",1.385891,-8.406980,12.944658,-7.741649,7.308069,-3.528964,-4.384422,3.091482,-8.624363,11.027600,-7.660360,3.715821
"US",7.549770,-4.374662,11.805656,-0.895733,6.122940,2.185417,-5.053558,3.999359,-7.928046,10.466215,-9.026240,1.166637
"US",4.234607,-8.950188,14.472876,-2.537081,5.753154,1.054263,-4.773472,4.736705,-9.211987,12.556851,-6.749499,0.727870
"US",9.322440,-6.613469,15.545937,-0.692066,1.894247,-1.774044,-3.179173,4.184236,-7.829252,10.862655,-13.664104,3.627803
"US",6.027468,-4.932851,15.630876,-0.741649,5.298756,1.032338,-4.786869,4.529260,-6.493262,10.275837,-11.121205,1.781395
"US",5.226072,-6.511314,12.657169,-2.558775,4.437805,1.283776,-3.420023,3.142726,-8.380774,12.872904,-6.217580,3.812828
"US",4.442421,-5.358811,14.328586,-4.318171,4.421674,-0.873498,-2.479645,4.965819,-7.978922,10.285884,-9.334661,2.826480
"US",1.912512,-0.333896,3.171846,0.552984,6.901835,1.857228,-6.925861,10.073456,-5.680432,5.900634,-6.542835,-0.348127
"US",2.630688,-4.173402,4.964596,2.066043,5.918203,1.307292,-6.145109,7.913220,-7.545152,8.658534,-4.105249,1.472634
"US",-3.390577,-2.429274,4.178026,-5.013315,4.753486,2.702387,-4.941422,7.410937,-8.134860,6.092194,-1.946706,2.146878
"US",-0.734797,-0.730619,3.095805,0.890056,4.479836,3.463393,-6.285194,8.067363,-6.918249,8.271359,-2.308865,-0.205970
"US",0.461839,-3.559213,3.046808,1.560465,3.455717,1.780858,-7.277710,9.897664,-7.628424,7.535854,-1.499152,-0.704441
"US",2.329492,-1.675045,2.995686,-1.093834,0.948367,1.991726,-5.951849,10.221439,-9.544563,6.760470,1.275029,1.768404
"US",-4.222359,-0.848943,0.867378,1.456720,3.055455,2.638817,-8.617596,7.723480,-7.160718,5.695508,-3.598921,0.390674
"US",-0.419643,1.996737,0.228772,-1.067420,2.047180,1.922359,-5.937325,6.945288,-9.765117,7.552414,-3.122809,-1.647258
"US",-3.428464,0.498586,2.927500,-1.744327,5.412413,4.533948,-7.290035,9.005950,-7.488951,6.693623,0.135648,-1.029959
"US",-3.723377,-0.645936,3.073418,6.028381,2.291980,-0.448422,-7.556692,10.149699,-7.713961,5.210972,-4.408269,-0.748237
"US",-1.867459,-1.074201,3.929807,-0.391830,4.025665,4.292096,-6.195455,8.379679,-6.295976,8.136433,-1.773475,-0.145291
"US",1.876146,-4.790968,7.706085,3.479158,4.455274,2.352220,-7.040896,8.803352,-7.426813,6.982098,-3.748971,0.229070
"US",0.504813,-2.257810,4.416170,2.739470,3.472954,4.329428,-6.965270,9.892017,-7.292238,8.078870,-1.341999,-2.143804
"US",-3.177167,-1.122592,2.918193,-1.497618,1.905647,3.296535,-6.240043,9.155539,-6.230489,6.524969,-0.929961,0.809332
"US",-2.285886,-6.072985,4.000782,-0.457251,2.277981,2.285331,-7.506952,10.243983,-6.959334,5.646809,-1.419723,1.682865
"US",12.818554,-8.013745,-0.973639,14.510765,-4.295991,12.880960,-6.526780,2.059491,-0.738020,-4.860302,6.942571,-2.120872
"US",11.290767,-5.962044,-0.845848,13.412268,-6.565272,9.048959,-7.532025,2.034172,-1.998555,-3.461881,5.157269,-2.566216
"US",7.043653,-4.354384,1.624724,11.075128,-8.160901,9.670034,-5.204946,4.994840,1.165410,-0.670549,4.574027,-2.458917
"US",16.323563,-7.222596,0.137042,12.316901,-7.351448,10.077041,-6.312000,2.376126,-2.728081,-7.088511,6.688717,-5.114984
"US",9.919715,-9.496241,3.255712,9.263471,-10.744903,8.111948,-7.139747,3.510051,-0.656607,-4.831603,5.768930,-0.373324
"US",12.144662,-10.061252,-0.621764,9.740013,-8.200149,9.712622,-10.427024,1.733598,0.009944,-2.499285,6.414581,-0.230875
"US",10.581473,-7.787926,-0.353328,11.178989,-5.704549,12.101351,-8.912531,3.653511,0.001528,-4.661945,6.115379,-0.370238
"US",13.481442,-12.284601,3.146706,13.422550,-6.193091,8.689717,-8.856468,1.483226,-0.365943,-4.270219,7.801054,-2.859278
"US",12.393615,-1.629321,1.030436,13.814292,-13.538767,5.814917,-5.055264,5.678110,0.795078,-3.778278,5.177990,-2.107121
"US",17.749851,-1.444052,-3.780587,13.917770,-9.022865,11.277108,-2.321599,4.535615,-1.412581,-4.495298,7.199020,-5.059582
"US",13.870210,-8.639045,2.750931,14.281857,-6.774120,10.017869,-6.130686,3.588361,-0.923878,-5.498328,6.260380,-2.781182
"US",14.478030,-8.228037,-1.105263,14.717062,-7.901146,8.726280,-5.022353,3.482167,1.345324,-4.196893,7.340455,-2.286238
"US",11.885347,-6.609937,-1.644535,15.127578,-5.315170,9.221285,-8.421261,1.571157,0.641366,-3.271408,7.051251,-3.250687
"US",13.465709,-9.041381,0.561668,9.673929,-9.148774,10.432457,-6.810900,4.224480,0.584895,-2.977918,6.738314,-2.508522
"US",12.068351,-6.012872,0.819122,13.321426,-6.126788,10.157369,-5.954847,2.455720,-1.642729,-4.681929,6.621577,-3.482148
"US",6.793244,-9.525614,2.866155,9.553372,-7.350891,9.678304,-12.865966,2.128109,1.810236,-3.342539,6.946253,-2.801750
"US",3.681924,-0.280619,-1.417689,5.975280,-6.946811,11.704159,-8.417539,5.178601,1.747784,-1.512083,4.126741,-0.334010
"US",6.463956,-1.124131,-1.282802,7.716523,-9.225392,11.511086,-8.141281,6.433629,3.449318,-3.499576,5.721729,-1.967411
"US",3.361291,-6.515764,4.054172,4.792375,-9.600580,11.432664,-8.604160,4.337345,-0.754792,-4.439780,5.117179,0.236226
"US",0.939943,-2.025316,0.093836,5.689808,-6.982760,11.127778,-10.908957,6.091331,1.196969,-4.563740,3.916805,-2.113562
"US",2.894265,-2.649642,2.208247,5.282577,-7.497974,11.801916,-9.901516,3.632565,-0.473800,-1.832837,5.048369,-3.717765
"US",-0.267738,-1.078653,-0.878467,7.609878,-4.434309,10.836459,-10.233689,5.116687,1.721353,-3.045659,4.050756,0.564468
"US",4.098087,-4.986878,-2.034752,7.484955,-5.910776,11.707678,-11.599739,2.187901,2.012870,-2.444597,5.074048,-1.293022
"US",6.544439,-6.646350,1.868137,8.935971,-5.108392,10.823322,-13.525467,4.383457,0.990876,-5.255702,5.238532,-1.454357
"US",-0.130878,-5.119884,2.700031,3.990849,-6.986450,12.118010,-8.960993,5.990440,-1.587042,-1.788888,6.127706,0.097344
"US",2.806915,-3.639327,-0.807013,5.221413,-6.073472,11.795793,-9.622098,4.336653,-0.609085,-2.791867,6.749552,-2.507010
"US",6.151773,-5.769966,0.478573,8.650469,-7.300468,10.264314,-10.811311,1.842315,0.264790,-2.796695,7.087953,-0.679658
"US",3.737600,-4.235071,3.005006,12.644345,-4.022659,10.388645,-11.442765,7.087867,4.086640,-5.452876,4.116118,-2.884726
"US",5.962642,-3.288201,0.481117,9.509573,-3.757901,11.446211,-11.874285,4.689610,2.493880,-5.100761,4.636732,-3.393695
"US",-2.348123,-5.417243,1.102749,6.572413,-4.182181,10.103583,-11.460042,6.123176,-0.152552,-3.323147,4.509385,-1.180738
"US",15.381390,-6.816802,2.794832,11.076270,-4.637389,17.316367,-8.748530,-0.051457,0.546350,-5.405940,1.740087,-6.348366
"US",12.150976,-10.349638,3.854862,11.892913,-3.893723,17.893213,-11.571944,0.262382,0.652022,-5.281158,3.582325,-4.196400
"US",12.880665,-9.219352,7.379437,8.281755,-4.072062,21.445837,-9.567863,-0.308986,0.274297,-7.207196,2.829586,-7.291059
"US",15.103069,-7.412873,4.028927,11.199048,-2.839800,18.490618,-15.365665,-1.087677,4.430064,-3.183100,0.198349,-11.073320
"US",16.665875,-4.761444,0.034879,8.791059,-8.973376,15.525385,-8.908440,0.080025,2.065170,-4.913032,0.177290,-7.324994
"US",15.897578,-4.486631,2.198199,9.089155,-12.707176,12.861697,-10.756808,-0.036518,4.041681,-5.683874,1.730290,-3.893508
"US",14.910785,-3.898910,0.631659,10.925973,-6.840704,12.941338,-10.777742,2.937486,2.330924,-7.249278,-1.424111,-6.154610
"US",16.971161,-2.618836,4.123896,11.806326,-15.656596,9.124604,-8.593480,2.874700,3.303818,-5.992393,-2.606231,-4.670100
"US",11.793239,-8.060648,6.419787,10.369218,-6.002190,16.562828,-6.995932,3.753902,-0.605434,-6.807129,-0.803056,-7.734699
"US",15.970770,-3.575467,5.972210,10.523621,-14.637559,11.336989,-7.009167,2.934539,4.789989,-5.657657,-2.587470,-4.374334
"US",13.126665,-1.172026,0.127094,11.916704,-6.174788,17.247345,-6.471182,1.514604,3.031349,-2.826160,1.264951,-7.100502
"US",14.964859,-5.828171,5.329213,12.833606,-6.004665,18.704046,-10.293939,-1.194660,3.262151,-6.752517,-2.928032,-9.942209
"US",13.253837,-2.465803,5.952471,6.527350,-8.019856,16.387968,-10.189081,-0.202951,3.753365,-0.486059,-0.382393,-6.742272
"US",14.150496,-6.111149,2.572498,6.868033,-9.948524,15.248841,-9.482123,-0.052271,1.781103,-3.811021,1.619118,-3.637456
"US",12.752537,-6.343325,3.338924,5.838977,-9.325726,18.777547,-9.383717,-2.873862,1.842179,-2.385740,0.661139,-3.306417
"US",8.689475,-6.863668,-0.783396,8.685747,-8.130607,8.851329,-9.931361,3.009161,0.306991,-4.795814,5.040170,-1.852318
"US",4.472246,0.324076,0.612693,8.097390,-9.313361,9.822208,-8.027684,5.241876,-0.452850,-2.964845,4.934949,-3.306123
"US",2.716551,1.924691,-0.823819,7.053833,-8.095601,9.130186,-8.618479,6.624026,-0.358459,-3.002655,3.008224,-2.971277
"US",5.077564,-5.482133,0.312714,9.662788,-6.881830,10.850248,-8.664004,3.954595,1.612046,-3.166349,3.555526,-0.250759
"US",6.636765,-6.544702,-0.751626,10.808612,-6.316877,11.588995,-9.468272,4.535202,1.365153,-2.929478,4.209298,0.484817
"US",5.584831,-4.220978,0.319859,11.337342,-5.641402,11.263265,-9.859562,2.512329,-0.478526,-0.931808,3.927747,-6.953571
"US",6.795299,-6.025156,1.902297,8.449816,-7.509444,12.426648,-8.441434,3.220505,1.491268,-4.457655,2.181343,-1.669452
"US",6.321731,-6.225946,-0.040104,9.006132,-5.856153,10.699814,-10.061555,3.594438,1.908956,-4.184807,3.413027,-1.227931
"US",7.070420,-4.252512,-0.848099,8.595418,-7.985975,8.652675,-9.532365,3.938595,0.245513,-1.967759,2.934034,-4.806993
"US",7.883104,-5.733750,-1.929309,10.533946,-6.802570,9.464657,-11.139603,2.954258,3.882096,-2.196871,3.551976,-2.493312
"US",9.530158,-4.897614,-3.150076,7.804680,-7.482347,12.057884,-8.698943,0.883059,0.839150,-3.666772,5.657903,-1.770537
"US",3.801365,-5.494963,1.630000,9.930054,-6.189099,12.138615,-9.323716,3.847073,0.779993,-3.529834,2.279553,-2.519331
"US",4.833420,-7.236306,3.527371,8.185430,-6.582588,12.419360,-9.918685,3.350327,-0.503265,-3.206887,4.302779,-2.804224
"US",0.563812,-3.280834,1.989955,6.174795,-7.298775,11.197942,-8.340236,4.356870,-0.356252,-1.164701,3.540124,-2.501448
"US",8.069892,-2.808266,-2.765567,8.531399,-7.521643,9.430720,-8.172275,4.477560,1.791541,-3.922345,3.440595,-2.014424
"US",-2.765718,-5.550451,4.391977,-0.904438,3.742902,4.970764,-5.683663,9.759021,-15.049185,8.052727,1.675090,-4.807364
"US",1.232131,-7.880853,4.711393,2.748395,1.919381,4.201416,-8.153901,13.360629,-8.516980,6.116967,0.665395,-2.757251
"US",0.040855,0.316818,0.250999,3.472232,5.735026,7.747357,-8.689863,9.950114,-9.668256,8.327594,1.048889,-4.548654
"US",0.458847,-0.625223,5.496352,2.702551,4.726560,5.724105,-5.982080,12.062198,-11.028115,9.934408,0.798224,-5.117655
"US",3.364205,-2.519140,6.168871,-2.394937,1.203117,8.144920,-6.892178,12.647165,-10.746629,4.975461,0.357253,-2.419969
"US",-4.036821,-5.016739,3.482331,0.061946,2.803447,5.909160,-6.656032,10.426760,-8.527501,7.813613,-0.745975,-1.646697
"US",-1.681729,-0.506247,2.135516,3.323995,1.080134,5.517213,-6.737507,11.604854,-8.730315,6.715250,0.138771,-2.159513
"US",3.118493,-5.860389,5.609536,-0.985667,4.474273,6.939054,-6.615700,10.884768,-13.160368,7.965535,-0.492151,-3.710712
"US",2.542444,-6.653705,7.427646,4.587581,7.471646,3.951851,-5.516469,13.846083,-14.842925,9.292236,0.002089,-7.054688
"US",-2.112733,-0.038945,1.173896,1.263632,4.817348,7.840459,-5.706838,12.285721,-11.632070,5.828790,1.643920,-4.657571
"US",-0.525273,-3.868338,3.548304,1.496249,3.490753,5.849887,-7.747027,9.738836,-11.754543,7.129909,0.209947,-1.946914
"US",-2.094001,-1.073113,1.217397,-0.550790,2.666547,7.449942,-6.418064,10.907098,-11.134323,6.728373,2.461446,-0.026113
"US",2.116909,-4.441482,5.350392,3.675396,2.715876,3.682670,-4.500850,11.798565,-12.031005,7.566142,-0.606010,-2.245129
"US",0.299616,0.324844,3.299919,2.044040,3.634828,6.693840,-5.676224,12.000518,-11.912901,4.664406,1.197789,-2.230275
"US",3.214254,-3.135152,1.122691,4.712444,5.926518,6.915566,-5.799727,10.858532,-11.659845,10.605734,0.349482,-5.983281
